author,product,rate
629245b415387f5544b08031,629226aac4ae62f7a810d160,4
629894c15f70ac52001a2ea4,629226aac4ae62f7a810d160,1
629895235f70ac52001a2eac,629226aac4ae62f7a810d160,4
6298965b5f70ac52001a2ebc,629226aac4ae62f7a810d160,5
629897207db6ab65002ab2d6,629226aac4ae62f7a810d160,2
6298a6437db6ab65002ab304,629226aac4ae62f7a810d160,5
6298a7177db6ab65002ab31c,629226aac4ae62f7a810d160,5
6298a8787db6ab65002ab341,629226aac4ae62f7a810d160,5
62924b08d98f8d55e8faacf6,629226aac4ae62f7a810d161,4
629894c67db6ab65002ab2b4,629226aac4ae62f7a810d161,5
6298955c7db6ab65002ab2c0,629226aac4ae62f7a810d161,5
629896905f70ac52001a2ec0,629226aac4ae62f7a810d161,4
6298975a7db6ab65002ab2da,629226aac4ae62f7a810d161,5
629897de5f70ac52001a2ee0,629226aac4ae62f7a810d161,5
629898bb5f70ac52001a2eec,629226aac4ae62f7a810d161,5
62989a965f70ac52001a2f00,629226aac4ae62f7a810d161,4
6298a2375f70ac52001a2f1d,629226aac4ae62f7a810d161,5
6298a3035f70ac52001a2f2d,629226aac4ae62f7a810d161,3
6298a6627db6ab65002ab308,629226aac4ae62f7a810d161,5
6298a7677db6ab65002ab329,629226aac4ae62f7a810d161,4
62924b2bd98f8d55e8faacfa,629226aac4ae62f7a810d162,5
629717d3c09ee10b5cedec0e,629226aac4ae62f7a810d162,5
6297372c0e5a2947bc814b86,629226aac4ae62f7a810d162,5
629895187db6ab65002ab2bc,629226aac4ae62f7a810d162,5
629896737db6ab65002ab2ce,629226aac4ae62f7a810d162,5
6298971a5f70ac52001a2ecc,629226aac4ae62f7a810d162,3
629897be5f70ac52001a2edc,629226aac4ae62f7a810d162,5
629898d87db6ab65002ab2ea,629226aac4ae62f7a810d162,5
62989b137db6ab65002ab2f4,629226aac4ae62f7a810d162,1
6298a3235f70ac52001a2f31,629226aac4ae62f7a810d162,5
6298a6817db6ab65002ab30c,629226aac4ae62f7a810d162,5
6298a7bb7db6ab65002ab331,629226aac4ae62f7a810d162,5
629894ee7db6ab65002ab2b8,629226aac4ae62f7a810d162,5
6298964b7db6ab65002ab2ca,629226aac4ae62f7a810d162,1
629896b45f70ac52001a2ec4,629226aac4ae62f7a810d162,5
6298978d7db6ab65002ab2de,629226aac4ae62f7a810d162,5
629899e85f70ac52001a2efc,629226aac4ae62f7a810d162,5
6298a2575f70ac52001a2f21,629226aac4ae62f7a810d162,5
6298a6237db6ab65002ab300,629226aac4ae62f7a810d162,4
6298a7f87db6ab65002ab339,629226aac4ae62f7a810d162,5
6292455f15387f5544b08029,629226aac4ae62f7a810d163,5
629245f115387f5544b08039,629226aac4ae62f7a810d163,5
6292466c15387f5544b08049,629226aac4ae62f7a810d163,4
62935a8beec1f15704d6b5b7,629226aac4ae62f7a810d163,5
629894f15f70ac52001a2ea8,629226aac4ae62f7a810d164,3
629896a07db6ab65002ab2d2,629226aac4ae62f7a810d164,4
629898355f70ac52001a2ee4,629226aac4ae62f7a810d164,5
629898f65f70ac52001a2ef0,629226aac4ae62f7a810d164,1
6298a1c75f70ac52001a2f10,629226aac4ae62f7a810d164,3
6298a6b37db6ab65002ab310,629226aac4ae62f7a810d164,5
629895625f70ac52001a2eb0,629226aac4ae62f7a810d166,5
629896dd5f70ac52001a2ec8,629226aac4ae62f7a810d166,5
629897bf7db6ab65002ab2e2,629226aac4ae62f7a810d166,1
629899645f70ac52001a2ef4,629226aac4ae62f7a810d166,5
6298a1c75f70ac52001a2f10,629226aac4ae62f7a810d166,5
6298a2e95f70ac52001a2f29,629226aac4ae62f7a810d166,5
6298a6b37db6ab65002ab310,629226aac4ae62f7a810d166,5
629245f115387f5544b08039,629226aac4ae62f7a810d169,5
629895e05f70ac52001a2eb4,629226aac4ae62f7a810d169,4
629894c67db6ab65002ab2b4,629226aac4ae62f7a810d169,5
629897de5f70ac52001a2ee0,629226aac4ae62f7a810d169,3
629897905f70ac52001a2ed8,629226aac4ae62f7a810d169,4
629899945f70ac52001a2ef8,629226aac4ae62f7a810d169,5
6298a1825f70ac52001a2f08,629226aac4ae62f7a810d169,5
6298a3415f70ac52001a2f35,629226aac4ae62f7a810d169,5
6298a6fc7db6ab65002ab318,629226aac4ae62f7a810d169,5
6298a7da7db6ab65002ab335,629226aac4ae62f7a810d169,5
629244ed15387f5544b0801d,629226aac4ae62f7a810d16a,5
629717d3c09ee10b5cedec0e,629226aac4ae62f7a810d16a,1
629896737db6ab65002ab2ce,629226aac4ae62f7a810d16a,5
6298973e5f70ac52001a2ed0,629226aac4ae62f7a810d16a,5
6298973e5f70ac52001a2ed0,629226aac4ae62f7a810d16a,5
62989ad65f70ac52001a2f04,629226aac4ae62f7a810d16a,5
6298a6237db6ab65002ab300,629226aac4ae62f7a810d16a,4
6298a6237db6ab65002ab300,629226aac4ae62f7a810d16a,5
6292444115387f5544b08007,629226aac4ae62f7a810d16b,5
62924ad4d98f8d55e8faacee,629226aac4ae62f7a810d16b,5
629896325f70ac52001a2eb8,629226aac4ae62f7a810d16b,5
629896a07db6ab65002ab2d2,629226aac4ae62f7a810d16b,5
629897be5f70ac52001a2edc,629226aac4ae62f7a810d16b,5
629898877db6ab65002ab2e6,629226aac4ae62f7a810d16b,5
6298971a5f70ac52001a2ecc,629226aac4ae62f7a810d16b,5
629898d87db6ab65002ab2ea,629226aac4ae62f7a810d16b,4
62989b137db6ab65002ab2f4,629226aac4ae62f7a810d16b,5
6298a2ce5f70ac52001a2f25,629226aac4ae62f7a810d16b,5
6298a3415f70ac52001a2f35,629226aac4ae62f7a810d16b,5
6298a7387db6ab65002ab320,629226aac4ae62f7a810d16b,5
6298a8787db6ab65002ab341,629226aac4ae62f7a810d16b,5
629896b45f70ac52001a2ec4,629226aac4ae62f7a810d16c,5
6298975a7db6ab65002ab2da,629226aac4ae62f7a810d16c,5
6298976a5f70ac52001a2ed4,629226aac4ae62f7a810d16c,5
629898bb5f70ac52001a2eec,629226aac4ae62f7a810d16c,1
62989a965f70ac52001a2f00,629226aac4ae62f7a810d16c,5
629899645f70ac52001a2ef4,629226aac4ae62f7a810d16c,5
62989b137db6ab65002ab2f4,629226aac4ae62f7a810d16c,5
6298a2e95f70ac52001a2f29,629226aac4ae62f7a810d16c,5
6298a8397db6ab65002ab33d,629226aac4ae62f7a810d16c,4
6298a7bb7db6ab65002ab331,629226aac4ae62f7a810d16c,5
6298955c7db6ab65002ab2c0,629226aac4ae62f7a810d16d,5
629896b45f70ac52001a2ec4,629226aac4ae62f7a810d16d,5
629899e85f70ac52001a2efc,629226aac4ae62f7a810d16d,5
6298a2375f70ac52001a2f1d,629226aac4ae62f7a810d16d,4
6298a6817db6ab65002ab30c,629226aac4ae62f7a810d16d,5
6298a7177db6ab65002ab31c,629226aac4ae62f7a810d16d,5
6298a7bb7db6ab65002ab331,629226aac4ae62f7a810d16d,5
6298a7f87db6ab65002ab339,629226aac4ae62f7a810d16d,5
6297372c0e5a2947bc814b86,629226aac4ae62f7a810d16e,4
629897be5f70ac52001a2edc,629226aac4ae62f7a810d16e,5
629898bb5f70ac52001a2eec,629226aac4ae62f7a810d16e,2
629898835f70ac52001a2ee8,629226aac4ae62f7a810d16e,5
629898f65f70ac52001a2ef0,629226aac4ae62f7a810d16e,5
6298a1a05f70ac52001a2f0c,629226aac4ae62f7a810d16e,5
6298a2575f70ac52001a2f21,629226aac4ae62f7a810d16e,5
6298a3235f70ac52001a2f31,629226aac4ae62f7a810d16e,1
6298a6d87db6ab65002ab314,629226aac4ae62f7a810d16e,5
6298a7677db6ab65002ab329,629226aac4ae62f7a810d16e,5
6298a8397db6ab65002ab33d,629226aac4ae62f7a810d16e,5
6292458215387f5544b0802d,629226aac4ae62f7a810d16f,5
62924b08d98f8d55e8faacf6,629226aac4ae62f7a810d16f,5
629895e05f70ac52001a2eb4,629226aac4ae62f7a810d16f,1
629896dd5f70ac52001a2ec8,629226aac4ae62f7a810d16f,5
629897de5f70ac52001a2ee0,629226aac4ae62f7a810d16f,5
62989a965f70ac52001a2f00,629226aac4ae62f7a810d16f,5
6298a1a05f70ac52001a2f0c,629226aac4ae62f7a810d16f,5
6298a3235f70ac52001a2f31,629226aac4ae62f7a810d16f,5
6298a6d87db6ab65002ab314,629226aac4ae62f7a810d16f,1
6298a7977db6ab65002ab32d,629226aac4ae62f7a810d16f,2
6298a7f87db6ab65002ab339,629226aac4ae62f7a810d16f,5
6298a3695f70ac52001a2f39,629226aac4ae62f7a810d16f,5
6298964b7db6ab65002ab2ca,629226aac4ae62f7a810d170,3
629896dd5f70ac52001a2ec8,629226aac4ae62f7a810d170,4
629899645f70ac52001a2ef4,629226aac4ae62f7a810d170,5
62989a965f70ac52001a2f00,629226aac4ae62f7a810d170,5
6298a3035f70ac52001a2f2d,629226aac4ae62f7a810d170,5
6298a6627db6ab65002ab308,629226aac4ae62f7a810d170,4
6298a7177db6ab65002ab31c,629226aac4ae62f7a810d170,4
6298a7da7db6ab65002ab335,629226aac4ae62f7a810d170,5
6292442215387f5544b08003,629226aac4ae62f7a810d171,4
6292468815387f5544b0804d,629226aac4ae62f7a810d171,5
62924aa0d98f8d55e8faace6,629226aac4ae62f7a810d171,5
62924b41d98f8d55e8faacfe,629226aac4ae62f7a810d171,5
6292464e15387f5544b08045,629226aac4ae62f7a810d172,5
62924ad4d98f8d55e8faacee,629226aac4ae62f7a810d172,4
629898355f70ac52001a2ee4,629226aac4ae62f7a810d172,5
629898d87db6ab65002ab2ea,629226aac4ae62f7a810d172,4
6298a1825f70ac52001a2f08,629226aac4ae62f7a810d172,5
6298a2375f70ac52001a2f1d,629226aac4ae62f7a810d172,5
6298a3035f70ac52001a2f2d,629226aac4ae62f7a810d172,5
6298a6437db6ab65002ab304,629226aac4ae62f7a810d172,5
6298a7177db6ab65002ab31c,629226aac4ae62f7a810d172,5
6298a7da7db6ab65002ab335,629226aac4ae62f7a810d172,5
6298a8787db6ab65002ab341,629226aac4ae62f7a810d172,5
629896b45f70ac52001a2ec4,629226aac4ae62f7a810d174,4
629897be5f70ac52001a2edc,629226aac4ae62f7a810d174,2
629899645f70ac52001a2ef4,629226aac4ae62f7a810d174,4
6298a2ce5f70ac52001a2f25,629226aac4ae62f7a810d174,5
6298a6d87db6ab65002ab314,629226aac4ae62f7a810d174,1
6292442215387f5544b08003,629226aac4ae62f7a810d175,4
6298978d7db6ab65002ab2de,629226aac4ae62f7a810d176,5
629898835f70ac52001a2ee8,629226aac4ae62f7a810d176,5
6298a1a05f70ac52001a2f0c,629226aac4ae62f7a810d176,5
6298a2e95f70ac52001a2f29,629226aac4ae62f7a810d176,5
6298a3415f70ac52001a2f35,629226aac4ae62f7a810d176,4
6298a6fc7db6ab65002ab318,629226aac4ae62f7a810d176,4
6292463315387f5544b08041,629226aac4ae62f7a810d177,5
6298a8397db6ab65002ab33d,629226aac4ae62f7a810d177,1
6298a7bb7db6ab65002ab331,629226aac4ae62f7a810d177,5
6298a3235f70ac52001a2f31,629226aac4ae62f7a810d177,5
62989ad65f70ac52001a2f04,629226aac4ae62f7a810d177,4
6292446415387f5544b0800c,629226aac4ae62f7a810d178,5
629244ae15387f5544b08015,629226aac4ae62f7a810d178,5
62924b41d98f8d55e8faacfe,629226aac4ae62f7a810d178,5
629897bf7db6ab65002ab2e2,629226aac4ae62f7a810d178,5
629899945f70ac52001a2ef8,629226aac4ae62f7a810d178,5
629899945f70ac52001a2ef8,629226aac4ae62f7a810d178,5
6298a3035f70ac52001a2f2d,629226aac4ae62f7a810d178,5
6298a3695f70ac52001a2f39,629226aac4ae62f7a810d178,4
62924b41d98f8d55e8faacfe,629226aac4ae62f7a810d179,4
6298a7da7db6ab65002ab335,629226aac4ae62f7a810d179,1
6298a3695f70ac52001a2f39,629226aac4ae62f7a810d179,5
6298a2375f70ac52001a2f1d,629226aac4ae62f7a810d179,5
629898877db6ab65002ab2e6,629226aac4ae62f7a810d179,5
629895625f70ac52001a2eb0,629226aac4ae62f7a810d179,4
629245d715387f5544b08035,629226aac4ae62f7a810d17a,5
6292461815387f5544b0803d,629226aac4ae62f7a810d17a,4
62924b5ed98f8d55e8faad02,629226aac4ae62f7a810d17a,5
6292444115387f5544b08007,629226aac4ae62f7a810d17b,5
6292466c15387f5544b08049,629226aac4ae62f7a810d17b,4
62924b2bd98f8d55e8faacfa,629226aac4ae62f7a810d17b,5
6298973e5f70ac52001a2ed0,629226aac4ae62f7a810d17b,5
629898f65f70ac52001a2ef0,629226aac4ae62f7a810d17b,5
62989b137db6ab65002ab2f4,629226aac4ae62f7a810d17b,5
6298a6627db6ab65002ab308,629226aac4ae62f7a810d17b,4
6298a7387db6ab65002ab320,629226aac4ae62f7a810d17b,5
6292463315387f5544b08041,629226aac4ae62f7a810d17c,5
62924af4d98f8d55e8faacf2,629226aac4ae62f7a810d17c,5
6292446415387f5544b0800c,629226aac4ae62f7a810d17d,5
6292469f15387f5544b08051,629226aac4ae62f7a810d17d,5
62924ad4d98f8d55e8faacee,629226aac4ae62f7a810d17e,5
6298a7977db6ab65002ab32d,629226aac4ae62f7a810d17e,5
6298a3695f70ac52001a2f39,629226aac4ae62f7a810d17e,5
6298a7387db6ab65002ab320,629226aac4ae62f7a810d17e,5
62924a86d98f8d55e8faace2,629226aac4ae62f7a810d17f,5
6298a6b37db6ab65002ab310,629226aac4ae62f7a810d17f,5
6298a8397db6ab65002ab33d,629226aac4ae62f7a810d180,5
6298a7677db6ab65002ab329,629226aac4ae62f7a810d180,5
6298a1825f70ac52001a2f08,629226aac4ae62f7a810d180,5
629898877db6ab65002ab2e6,629226aac4ae62f7a810d180,4
62924a86d98f8d55e8faace2,629226aac4ae62f7a810d181,5
62924b5ed98f8d55e8faad02,629226aac4ae62f7a810d181,4
6292454215387f5544b08025,629226aac4ae62f7a810d182,5
629245b415387f5544b08031,629226aac4ae62f7a810d182,5
6292464e15387f5544b08045,629226aac4ae62f7a810d182,5
629244ae15387f5544b08015,629226aac4ae62f7a810d183,5
62924ab7d98f8d55e8faacea,629226aac4ae62f7a810d183,5
62935a8beec1f15704d6b5b7,629226aac4ae62f7a810d183,5
629894f15f70ac52001a2ea8,629226aac4ae62f7a810d183,5
6292464e15387f5544b08045,629226aac4ae62f7a810d184,5
6298973e5f70ac52001a2ed0,629226aac4ae62f7a810d184,5
6298a6237db6ab65002ab300,629226aac4ae62f7a810d184,5
6292442215387f5544b08003,629226aac4ae62f7a810d185,5
6298a6d87db6ab65002ab314,629226aac4ae62f7a810d186,5
6298a1a05f70ac52001a2f0c,629226aac4ae62f7a810d186,5
6298a6817db6ab65002ab30c,629226aac4ae62f7a810d186,5
6292450f15387f5544b08021,629226aac4ae62f7a810d188,5
629895187db6ab65002ab2bc,629226aac4ae62f7a810d188,4
6298a1c75f70ac52001a2f10,629226aac4ae62f7a810d188,3
6298a6fc7db6ab65002ab318,629226aac4ae62f7a810d188,3
629244ed15387f5544b0801d,629226aac4ae62f7a810d189,5
6292454215387f5544b08025,629226aac4ae62f7a810d189,5
629245d715387f5544b08035,629226aac4ae62f7a810d189,5
62924af4d98f8d55e8faacf2,629226aac4ae62f7a810d189,5
62924b08d98f8d55e8faacf6,629226aac4ae62f7a810d189,5
62924b2bd98f8d55e8faacfa,629226aac4ae62f7a810d18a,5
6298a7677db6ab65002ab329,629226aac4ae62f7a810d18a,1
6298a2ce5f70ac52001a2f25,629226aac4ae62f7a810d18a,5
6292450f15387f5544b08021,629226aac4ae62f7a810d18b,5
62924ab7d98f8d55e8faacea,629226aac4ae62f7a810d18b,5
6298a6fc7db6ab65002ab318,629226aac4ae62f7a810d18b,5
6298a2575f70ac52001a2f21,629226aac4ae62f7a810d18b,5
629894ee7db6ab65002ab2b8,629226aac4ae62f7a810d18b,5
62924ad4d98f8d55e8faacee,629226aac4ae62f7a810d18c,5
62924af4d98f8d55e8faacf2,629226aac4ae62f7a810d18c,5
629896325f70ac52001a2eb8,629226aac4ae62f7a810d18c,5
6298a6817db6ab65002ab30c,629226aac4ae62f7a810d18c,5
62989ad65f70ac52001a2f04,629226aac4ae62f7a810d18c,5
6298a6437db6ab65002ab304,629226aac4ae62f7a810d18c,5
6292464e15387f5544b08045,629226aac4ae62f7a810d18d,5
62924aa0d98f8d55e8faace6,629226aac4ae62f7a810d18d,5
62924a6bd98f8d55e8faacde,629226aac4ae62f7a810d18e,5
629898f65f70ac52001a2ef0,629226aac4ae62f7a810d18e,5
6298976a5f70ac52001a2ed4,629226aac4ae62f7a810d18e,5
62924b2bd98f8d55e8faacfa,629226aac4ae62f7a810d18f,5
629897905f70ac52001a2ed8,629226aac4ae62f7a810d18f,5
629899945f70ac52001a2ef8,629226aac4ae62f7a810d18f,4
6292469f15387f5544b08051,629226aac4ae62f7a810d191,5
6298a1a05f70ac52001a2f0c,629226aac4ae62f7a810d191,5
629897bf7db6ab65002ab2e2,629226aac4ae62f7a810d191,5
6292468815387f5544b0804d,629226aac4ae62f7a810d193,5
62924b41d98f8d55e8faacfe,629226aac4ae62f7a810d193,5
6298978d7db6ab65002ab2de,629226aac4ae62f7a810d193,5
629896905f70ac52001a2ec0,629226aac4ae62f7a810d193,5
6298a6437db6ab65002ab304,629226aac4ae62f7a810d193,5
6292466c15387f5544b08049,629226aac4ae62f7a810d194,5
6292468815387f5544b0804d,629226aac4ae62f7a810d194,5
62924ad4d98f8d55e8faacee,629226aac4ae62f7a810d194,5
62924b08d98f8d55e8faacf6,629226aac4ae62f7a810d194,5
62924b5ed98f8d55e8faad02,629226aac4ae62f7a810d194,5
6298a7977db6ab65002ab32d,629226aac4ae62f7a810d194,5
6298a8787db6ab65002ab341,629226aac4ae62f7a810d195,5
629898f65f70ac52001a2ef0,629226aac4ae62f7a810d195,5
6292455f15387f5544b08029,629226aac4ae62f7a810d197,4
6298a1a05f70ac52001a2f0c,629226aac4ae62f7a810d197,5
629898355f70ac52001a2ee4,629226aac4ae62f7a810d197,5
6298a7977db6ab65002ab32d,629226aac4ae62f7a810d197,5
6298a7387db6ab65002ab320,629226aac4ae62f7a810d197,5
6292455f15387f5544b08029,629226aac4ae62f7a810d198,5
62924a86d98f8d55e8faace2,629226aac4ae62f7a810d198,5
6298a3415f70ac52001a2f35,629226aac4ae62f7a810d198,2
6298a3695f70ac52001a2f39,629226aac4ae62f7a810d198,4
62924b5ed98f8d55e8faad02,629226aac4ae62f7a810d199,5
6298a6817db6ab65002ab30c,629226aac4ae62f7a810d199,5
6298a6fc7db6ab65002ab318,629226aac4ae62f7a810d199,4
6292450f15387f5544b08021,629226aac4ae62f7a810d19b,5
6292461815387f5544b0803d,629226aac4ae62f7a810d19b,5
6298a3235f70ac52001a2f31,629226aac4ae62f7a810d19b,4
629899945f70ac52001a2ef8,629226aac4ae62f7a810d19b,5
629245f115387f5544b08039,629226aac4ae62f7a810d19c,5
62924ab7d98f8d55e8faacea,629226aac4ae62f7a810d19c,5
62924b2bd98f8d55e8faacfa,629226aac4ae62f7a810d19c,5
62989a965f70ac52001a2f00,629226aac4ae62f7a810d19c,5
6298a6627db6ab65002ab308,629226aac4ae62f7a810d19c,5
6298a6627db6ab65002ab308,629226aac4ae62f7a810d19e,5
6298a7177db6ab65002ab31c,629226aac4ae62f7a810d19e,5
6298a1825f70ac52001a2f08,629226aac4ae62f7a810d19e,5
6292468815387f5544b0804d,629226aac4ae62f7a810d19f,5
62935a8beec1f15704d6b5b7,629226aac4ae62f7a810d19f,4
6298a6237db6ab65002ab300,629226aac4ae62f7a810d19f,5
62989ad65f70ac52001a2f04,629226aac4ae62f7a810d19f,5
629894c15f70ac52001a2ea4,629226aac4ae62f7a810d19f,3
62935a8beec1f15704d6b5b7,629226aac4ae62f7a810d1a2,5
629894f15f70ac52001a2ea8,629226aac4ae62f7a810d1a2,5
6292463315387f5544b08041,629226aac4ae62f7a810d1a3,5
62924a6bd98f8d55e8faacde,629226aac4ae62f7a810d1a4,5
62924ab7d98f8d55e8faacea,629226aac4ae62f7a810d1a4,5
62924b41d98f8d55e8faacfe,629226aac4ae62f7a810d1a4,5
6298975a7db6ab65002ab2da,629226aac4ae62f7a810d1a4,4
629245d715387f5544b08035,629226aac4ae62f7a810d1a5,5
6292469f15387f5544b08051,629226aac4ae62f7a810d1a5,5
6298a2575f70ac52001a2f21,629226aac4ae62f7a810d1a5,4
6292466c15387f5544b08049,629226aac4ae62f7a810d1a7,4
6298971a5f70ac52001a2ecc,629226aac4ae62f7a810d1a7,5
629899645f70ac52001a2ef4,629226aac4ae62f7a810d1a7,3
6298a6237db6ab65002ab300,629226aac4ae62f7a810d1a7,5
629244cd15387f5544b08019,629226aac4ae62f7a810d1a9,5
6298a6b37db6ab65002ab310,629226aac4ae62f7a810d1a9,5
6298a7f87db6ab65002ab339,629226aac4ae62f7a810d1a9,5
629245b415387f5544b08031,629226aac4ae62f7a810d1aa,5
62924af4d98f8d55e8faacf2,629226aac4ae62f7a810d1aa,5
6298a2e95f70ac52001a2f29,629226aac4ae62f7a810d1aa,4
6298976a5f70ac52001a2ed4,629226aac4ae62f7a810d1aa,5
62924a86d98f8d55e8faace2,629226aac4ae62f7a810d1ab,5
62935a8beec1f15704d6b5b7,629226aac4ae62f7a810d1ab,5
629897207db6ab65002ab2d6,629226aac4ae62f7a810d1ab,5
62924a6bd98f8d55e8faacde,629226aac4ae62f7a810d1ac,5
62924aa0d98f8d55e8faace6,629226aac4ae62f7a810d1ac,5
629899e85f70ac52001a2efc,629226aac4ae62f7a810d1ac,3
6298a7bb7db6ab65002ab331,629226aac4ae62f7a810d1ac,5
6292461815387f5544b0803d,629226aac4ae62f7a810d1ad,5
62924ab7d98f8d55e8faacea,629226aac4ae62f7a810d1ad,5
62924b5ed98f8d55e8faad02,629226aac4ae62f7a810d1af,5
6298a7387db6ab65002ab320,629226aac4ae62f7a810d1af,5
6298964b7db6ab65002ab2ca,629226aac4ae62f7a810d1af,5
629897905f70ac52001a2ed8,629226aac4ae62f7a810d1b1,5
6298a1c75f70ac52001a2f10,629226aac4ae62f7a810d1b1,5
6292458215387f5544b0802d,629226aac4ae62f7a810d1b2,5
6292463315387f5544b08041,629226aac4ae62f7a810d1b2,5
6298a2ce5f70ac52001a2f25,629226aac4ae62f7a810d1b2,4
62924a6bd98f8d55e8faacde,629226aac4ae62f7a810d1b3,5
62924aa0d98f8d55e8faace6,629226aac4ae62f7a810d1b3,5
6298a6b37db6ab65002ab310,629226aac4ae62f7a810d1b3,5
6292458215387f5544b0802d,629226aac4ae62f7a810d1b4,5
62924b08d98f8d55e8faacf6,629226aac4ae62f7a810d1b4,5
6298a6d87db6ab65002ab314,629226aac4ae62f7a810d1b4,5
6298a7f87db6ab65002ab339,629226aac4ae62f7a810d1b4,4
62924af4d98f8d55e8faacf2,629226aac4ae62f7a810d1b5,5
6292448d15387f5544b08011,629226aac4ae62f7a810d1b5,5
6298a8397db6ab65002ab33d,629226aac4ae62f7a810d1b5,5
629899e85f70ac52001a2efc,629226aac4ae62f7a810d1b5,4
6298a6237db6ab65002ab300,629226aac4ae62f7a810d1b6,2
629899e85f70ac52001a2efc,629226aac4ae62f7a810d1b6,3
6298a6237db6ab65002ab300,629226aac4ae62f7a810d1b6,3
6298a7bb7db6ab65002ab331,629226aac4ae62f7a810d1b6,5
6298a7da7db6ab65002ab335,629226aac4ae62f7a810d1b6,5
6292448d15387f5544b08011,629226aac4ae62f7a810d1b7,5
629244cd15387f5544b08019,629226aac4ae62f7a810d1b7,5
6292454215387f5544b08025,629226aac4ae62f7a810d1b7,5
6298a7677db6ab65002ab329,629226aac4ae62f7a810d1b7,5
